State,YEAR,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
Delaware,2017,"Electric Generators, Independent Power Producers",Other Biomass,49539.0
Delaware,2017,"Electric Generators, Independent Power Producers",Petroleum,22517.0
Delaware,2017,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,42465.0
Delaware,2017,Total Electric Power Industry,Coal,358798.0
Delaware,2017,Total Electric Power Industry,Natural Gas,6723190.0
Delaware,2017,Total Electric Power Industry,Other Biomass,62814.0
Delaware,2017,Total Electric Power Industry,Other Gases,270512.0
Delaware,2017,Total Electric Power Industry,Petroleum,25414.0
Delaware,2017,Total Electric Power Industry,Solar Thermal and Photovoltaic,50285.0
Delaware,2017,Total Electric Power Industry,Wind,4965.0
Delaware,2018,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,596.0
Delaware,2018,"Combined Heat and Power, Commercial Power",Wind,5207.0
Delaware,2018,"Combined Heat and Power, Electric Power",Coal,0.0
Delaware,2018,"Combined Heat and Power, Electric Power",Natural Gas,90679.0
Delaware,2018,"Combined Heat and Power, Electric Power",Petroleum,2635.0
Delaware,2018,"Combined Heat and Power, Industrial Power",Natural Gas,808769.0
Delaware,2018,"Combined Heat and Power, Industrial Power",Other Biomass,12497.0
Delaware,2018,"Combined Heat and Power, Industrial Power",Other Gases,252180.0
Delaware,2018,"Combined Heat and Power, Industrial Power",Petroleum,0.0
Delaware,2018,"Electric Generators, Electric Utilities",Natural Gas,24540.0
Delaware,2018,"Electric Generators, Electric Utilities",Petroleum,6159.0
Delaware,2018,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,6213.0
Delaware,2018,"Electric Generators, Independent Power Producers",Coal,273389.0
Delaware,2018,"Electric Generators, Independent Power Producers",Natural Gas,4476168.0
Delaware,2018,"Electric Generators, Independent Power Producers",Other Biomass,46602.0
Delaware,2018,"Electric Generators, Independent Power Producers",Petroleum,192029.0
Delaware,2018,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,42981.0
Delaware,2018,Total Electric Power Industry,Coal,273389.0
Delaware,2018,Total Electric Power Industry,Natural Gas,5400155.0
Delaware,2018,Total Electric Power Industry,Other Biomass,59102.0
Delaware,2018,Total Electric Power Industry,Other Gases,252180.0
Delaware,2018,Total Electric Power Industry,Petroleum,200824.0
Delaware,2018,Total Electric Power Industry,Solar Thermal and Photovoltaic,49789.0
Delaware,2018,Total Electric Power Industry,Wind,5207.0
Delaware,2019,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,455.0
Delaware,2019,"Combined Heat and Power, Commercial Power",Wind,5270.0
Delaware,2019,"Combined Heat and Power, Electric Power",Coal,0.0
Delaware,2019,"Combined Heat and Power, Electric Power",Natural Gas,103092.0
Delaware,2019,"Combined Heat and Power, Electric Power",Petroleum,282.0
Delaware,2019,"Combined Heat and Power, Industrial Power",Natural Gas,1128048.0
Delaware,2019,"Combined Heat and Power, Industrial Power",Other Biomass,9813.0
Delaware,2019,"Combined Heat and Power, Industrial Power",Other Gases,193995.0
Delaware,2019,"Combined Heat and Power, Industrial Power",Petroleum,0.0
Delaware,2019,"Electric Generators, Electric Utilities",Natural Gas,28352.0
Delaware,2019,"Electric Generators, Electric Utilities",Petroleum,255.0
Delaware,2019,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,6499.0
Delaware,2019,"Electric Generators, Independent Power Producers",Coal,119120.0
Delaware,2019,"Electric Generators, Independent Power Producers",Natural Gas,3546746.0
Delaware,2019,"Electric Generators, Independent Power Producers",Other Biomass,51577.0
Delaware,2019,"Electric Generators, Independent Power Producers",Petroleum,18181.0
Delaware,2019,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,46852.0
Delaware,2019,Total Electric Power Industry,Coal,119120.0
Delaware,2019,Total Electric Power Industry,Natural Gas,4806239.0
Delaware,2019,Total Electric Power Industry,Other Biomass,61389.0
Delaware,2019,Total Electric Power Industry,Other Gases,193995.0
Delaware,2019,Total Electric Power Industry,Petroleum,18719.0
Delaware,2019,Total Electric Power Industry,Solar Thermal and Photovoltaic,53808.0
Delaware,2019,Total Electric Power Industry,Wind,5270.0
Delaware,2020,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,492.0
Delaware,2020,"Combined Heat and Power, Commercial Power",Wind,5179.0
Delaware,2020,"Combined Heat and Power, Electric Power",Coal,0.0
Delaware,2020,"Combined Heat and Power, Electric Power",Natural Gas,87170.0
Delaware,2020,"Combined Heat and Power, Electric Power",Petroleum,27.0
Delaware,2020,"Combined Heat and Power, Industrial Power",Natural Gas,1003890.0
Delaware,2020,"Combined Heat and Power, Industrial Power",Other Biomass,12246.0
Delaware,2020,"Combined Heat and Power, Industrial Power",Other Gases,145549.0
Delaware,2020,"Combined Heat and Power, Industrial Power",Petroleum,0.0
Delaware,2020,"Electric Generators, Electric Utilities",Natural Gas,27629.0
Delaware,2020,"Electric Generators, Electric Utilities",Petroleum,648.0
Delaware,2020,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,5779.0
Delaware,2020,"Electric Generators, Independent Power Producers",Coal,102274.0
Delaware,2020,"Electric Generators, Independent Power Producers",Natural Gas,3699404.0
Delaware,2020,"Electric Generators, Independent Power Producers",Other Biomass,59795.0
Delaware,2020,"Electric Generators, Independent Power Producers",Petroleum,7386.0
Delaware,2020,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,47901.0
Delaware,2020,Total Electric Power Industry,Coal,102274.0
Delaware,2020,Total Electric Power Industry,Natural Gas,4818095.0
Delaware,2020,Total Electric Power Industry,Other Biomass,72043.0
Delaware,2020,Total Electric Power Industry,Other Gases,145549.0
Delaware,2020,Total Electric Power Industry,Petroleum,8061.0
Delaware,2020,Total Electric Power Industry,Solar Thermal and Photovoltaic,54172.0
Delaware,2020,Total Electric Power Industry,Wind,5179.0
Delaware,2021,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,544.0
Delaware,2021,"Combined Heat and Power, Commercial Power",Wind,4849.0
Delaware,2021,"Combined Heat and Power, Electric Power",Coal,0.0
Delaware,2021,"Combined Heat and Power, Electric Power",Natural Gas,120044.0
Delaware,2021,"Combined Heat and Power, Electric Power",Petroleum,638.0
Delaware,2021,"Combined Heat and Power, Industrial Power",Natural Gas,758286.0
Delaware,2021,"Combined Heat and Power, Industrial Power",Other Biomass,11823.0
Delaware,2021,"Combined Heat and Power, Industrial Power",Other Gases,141822.0
Delaware,2021,"Combined Heat and Power, Industrial Power",Petroleum,0.0
Delaware,2021,"Electric Generators, Electric Utilities",Natural Gas,19753.0
Delaware,2021,"Electric Generators, Electric Utilities",Petroleum,1812.0
Delaware,2021,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,6037.0
Delaware,2021,"Electric Generators, Independent Power Producers",Coal,276730.0
Delaware,2021,"Electric Generators, Independent Power Producers",Natural Gas,2566767.0
Delaware,2021,"Electric Generators, Independent Power Producers",Other Biomass,59220.0
Delaware,2021,"Electric Generators, Independent Power Producers",Petroleum,16720.0
Delaware,2021,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,54931.0
Delaware,2021,Total Electric Power Industry,Coal,276730.0
Delaware,2021,Total Electric Power Industry,Natural Gas,3464844.0
Delaware,2021,Total Electric Power Industry,Other Biomass,71043.0
Delaware,2021,Total Electric Power Industry,Other Gases,141822.0
Delaware,2021,Total Electric Power Industry,Petroleum,19169.0
Delaware,2021,Total Electric Power Industry,Solar Thermal and Photovoltaic,61510.0
Delaware,2021,Total Electric Power Industry,Wind,4849.0
Delaware,2022,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,378.0
Delaware,2022,"Combined Heat and Power, Commercial Power",Wind,2822.0
Delaware,2022,"Combined Heat and Power, Electric Power",Coal,0.0
Delaware,2022,"Combined Heat and Power, Electric Power",Natural Gas,23593.0
Delaware,2022,"Combined Heat and Power, Electric Power",Petroleum,553.0
Delaware,2022,"Combined Heat and Power, Industrial Power",Natural Gas,328097.0
Delaware,2022,"Combined Heat and Power, Industrial Power",Other Biomass,5106.0
Delaware,2022,"Combined Heat and Power, Industrial Power",Other Gases,64760.0
Delaware,2022,"Combined Heat and Power, Industrial Power",Petroleum,0.0
Delaware,2022,"Electric Generators, Electric Utilities",Natural Gas,6251.0
Delaware,2022,"Electric Generators, Electric Utilities",Petroleum,3480.0
Delaware,2022,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2524.0
Delaware,2022,"Electric Generators, Independent Power Producers",Coal,95753.0
Delaware,2022,"Electric Generators, Independent Power Producers",Natural Gas,874969.0
Delaware,2022,"Electric Generators, Independent Power Producers",Other Biomass,23048.0
Delaware,2022,"Electric Generators, Independent Power Producers",Petroleum,16170.0
Delaware,2022,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,22249.0
Delaware,2022,Total Electric Power Industry,Coal,95753.0
Delaware,2022,Total Electric Power Industry,Natural Gas,1232909.0
Delaware,2022,Total Electric Power Industry,Other Biomass,28153.0
Delaware,2022,Total Electric Power Industry,Other Gases,64760.0
Delaware,2022,Total Electric Power Industry,Petroleum,20204.0
Delaware,2022,Total Electric Power Industry,Solar Thermal and Photovoltaic,25152.0
Delaware,2022,Total Electric Power Industry,Wind,2822.0
District of Columbia,2001,"Electric Generators, Independent Power Producers",Petroleum,123239.0
District of Columbia,2001,Total Electric Power Industry,Petroleum,123239.0
District of Columbia,2002,"Electric Generators, Independent Power Producers",Petroleum,261980.0
District of Columbia,2002,Total Electric Power Industry,Petroleum,261980.0
District of Columbia,2003,"Electric Generators, Independent Power Producers",Petroleum,74144.0
District of Columbia,2003,Total Electric Power Industry,Petroleum,74144.0
District of Columbia,2004,"Electric Generators, Independent Power Producers",Petroleum,36487.0
District of Columbia,2004,Total Electric Power Industry,Petroleum,36487.0
District of Columbia,2005,"Electric Generators, Independent Power Producers",Petroleum,226042.0
District of Columbia,2005,Total Electric Power Industry,Petroleum,226042.0
District of Columbia,2006,"Electric Generators, Independent Power Producers",Petroleum,81467.0
District of Columbia,2006,Total Electric Power Industry,Petroleum,81467.0
District of Columbia,2007,"Electric Generators, Independent Power Producers",Petroleum,75251.0
District of Columbia,2007,Total Electric Power Industry,Petroleum,75251.0
District of Columbia,2008,"Electric Generators, Independent Power Producers",Petroleum,72316.0
District of Columbia,2008,Total Electric Power Industry,Petroleum,72316.0
District of Columbia,2009,"Electric Generators, Independent Power Producers",Petroleum,35499.0
District of Columbia,2009,Total Electric Power Industry,Petroleum,35499.0
District of Columbia,2010,"Electric Generators, Independent Power Producers",Petroleum,199858.0
District of Columbia,2010,Total Electric Power Industry,Petroleum,199858.0
District of Columbia,2011,"Electric Generators, Electric Utilities",Natural Gas,71198.96
District of Columbia,2011,"Electric Generators, Independent Power Producers",Petroleum,129675.0
District of Columbia,2011,Total Electric Power Industry,Natural Gas,71198.96
District of Columbia,2011,Total Electric Power Industry,Petroleum,129675.0
District of Columbia,2012,"Combined Heat and Power, Commercial Power",Natural Gas,62387.78
District of Columbia,2012,"Combined Heat and Power, Commercial Power",Petroleum,0.0
District of Columbia,2012,"Electric Generators, Independent Power Producers",Petroleum,9399.0
District of Columbia,2012,Total Electric Power Industry,Natural Gas,62387.78
District of Columbia,2012,Total Electric Power Industry,Petroleum,9399.0
District of Columbia,2013,"Combined Heat and Power, Commercial Power",Natural Gas,65852.09
District of Columbia,2013,"Combined Heat and Power, Commercial Power",Petroleum,0.0
District of Columbia,2013,Total Electric Power Industry,Natural Gas,65852.09
District of Columbia,2013,Total Electric Power Industry,Petroleum,0.0
District of Columbia,2014,"Combined Heat and Power, Commercial Power",Natural Gas,64972.46
District of Columbia,2014,"Combined Heat and Power, Commercial Power",Petroleum,0.0
District of Columbia,2014,Total Electric Power Industry,Natural Gas,64972.46
District of Columbia,2014,Total Electric Power Industry,Petroleum,0.0
District of Columbia,2015,"Combined Heat and Power, Commercial Power",Natural Gas,22653.0
District of Columbia,2015,"Combined Heat and Power, Commercial Power",Petroleum,97.0
District of Columbia,2015,"Combined Heat and Power, Electric Power",Natural Gas,0.0
District of Columbia,2015,"Combined Heat and Power, Electric Power",Other Biomass,30998.0
District of Columbia,2015,Total Electric Power Industry,Natural Gas,22653.0
District of Columbia,2015,Total Electric Power Industry,Other Biomass,30998.0
District of Columbia,2015,Total Electric Power Industry,Petroleum,97.0
District of Columbia,2016,"Combined Heat and Power, Commercial Power",Natural Gas,22671.0
District of Columbia,2016,"Combined Heat and Power, Commercial Power",Petroleum,1000.0
District of Columbia,2016,"Combined Heat and Power, Electric Power",Natural Gas,28.0
District of Columbia,2016,"Combined Heat and Power, Electric Power",Other Biomass,52770.0
District of Columbia,2016,Total Electric Power Industry,Natural Gas,22702.0
District of Columbia,2016,Total Electric Power Industry,Other Biomass,52770.0
District of Columbia,2016,Total Electric Power Industry,Petroleum,1000.0
District of Columbia,2017,"Combined Heat and Power, Commercial Power",Natural Gas,19704.0
District of Columbia,2017,"Combined Heat and Power, Commercial Power",Other Biomass,47167.0
District of Columbia,2017,"Combined Heat and Power, Commercial Power",Petroleum,0.0
District of Columbia,2017,Total Electric Power Industry,Natural Gas,19704.0
District of Columbia,2017,Total Electric Power Industry,Other Biomass,47167.0
District of Columbia,2017,Total Electric Power Industry,Petroleum,0.0
District of Columbia,2018,"Combined Heat and Power, Commercial Power",Natural Gas,22770.0
District of Columbia,2018,"Combined Heat and Power, Commercial Power",Other Biomass,56561.0
District of Columbia,2018,"Combined Heat and Power, Commercial Power",Petroleum,0.0
District of Columbia,2018,Total Electric Power Industry,Natural Gas,22770.0
District of Columbia,2018,Total Electric Power Industry,Other Biomass,56561.0
District of Columbia,2018,Total Electric Power Industry,Petroleum,0.0
