State,YEAR,TYPE OF PRODUCER,GENERATION (Megawatthours)
Georgia,2022,"Electric Generators, Independent Power Producers",8147660.0
Georgia,2022,Total Electric Power Industry,50216005.0
Hawaii,2001,"Combined Heat and Power, Electric Power",3224983.0
Hawaii,2001,"Combined Heat and Power, Industrial Power",503786.0
Hawaii,2001,"Electric Generators, Electric Utilities",6383087.0
Hawaii,2001,"Electric Generators, Independent Power Producers",521236.0
Hawaii,2001,Total Electric Power Industry,10633092.0
Hawaii,2002,"Combined Heat and Power, Electric Power",3288683.0
Hawaii,2002,"Combined Heat and Power, Industrial Power",461078.0
Hawaii,2002,"Electric Generators, Electric Utilities",7513051.0
Hawaii,2002,"Electric Generators, Independent Power Producers",400258.0
Hawaii,2002,Total Electric Power Industry,11663073.0
Hawaii,2003,"Combined Heat and Power, Electric Power",3640052.0
Hawaii,2003,"Combined Heat and Power, Industrial Power",291821.0
Hawaii,2003,"Electric Generators, Electric Utilities",6493205.0
Hawaii,2003,"Electric Generators, Independent Power Producers",551293.0
Hawaii,2003,Total Electric Power Industry,10976371.0
Hawaii,2004,"Combined Heat and Power, Commercial Power",325256.0
Hawaii,2004,"Combined Heat and Power, Electric Power",3568386.0
Hawaii,2004,"Combined Heat and Power, Industrial Power",267449.0
Hawaii,2004,"Electric Generators, Electric Utilities",6982469.0
Hawaii,2004,"Electric Generators, Independent Power Producers",266839.0
Hawaii,2004,Total Electric Power Industry,11410403.0
Hawaii,2005,"Combined Heat and Power, Commercial Power",292932.0
Hawaii,2005,"Combined Heat and Power, Electric Power",3769262.0
Hawaii,2005,"Combined Heat and Power, Industrial Power",265768.0
Hawaii,2005,"Electric Generators, Electric Utilities",6915157.0
Hawaii,2005,"Electric Generators, Independent Power Producers",279684.0
Hawaii,2005,Total Electric Power Industry,11522804.0
Hawaii,2006,"Combined Heat and Power, Commercial Power",338649.0
Hawaii,2006,"Combined Heat and Power, Electric Power",3566360.0
Hawaii,2006,"Combined Heat and Power, Industrial Power",264445.0
Hawaii,2006,"Electric Generators, Electric Utilities",7040475.0
Hawaii,2006,"Electric Generators, Independent Power Producers",349245.0
Hawaii,2006,Total Electric Power Industry,11559173.0
Hawaii,2007,"Combined Heat and Power, Commercial Power",304121.0
Hawaii,2007,"Combined Heat and Power, Electric Power",3524901.0
Hawaii,2007,"Combined Heat and Power, Industrial Power",268418.0
Hawaii,2007,"Electric Generators, Electric Utilities",6928398.0
Hawaii,2007,"Electric Generators, Independent Power Producers",507516.0
Hawaii,2007,Total Electric Power Industry,11533350.0
Hawaii,2008,"Combined Heat and Power, Commercial Power",329887.0
Hawaii,2008,"Combined Heat and Power, Electric Power",3190375.0
Hawaii,2008,"Combined Heat and Power, Industrial Power",254552.0
Hawaii,2008,"Electric Generators, Electric Utilities",6700637.0
Hawaii,2008,"Electric Generators, Independent Power Producers",900933.0
Hawaii,2008,Total Electric Power Industry,11376385.0
Hawaii,2009,"Combined Heat and Power, Commercial Power",323031.0
Hawaii,2009,"Combined Heat and Power, Electric Power",3121676.0
Hawaii,2009,"Combined Heat and Power, Industrial Power",252535.0
Hawaii,2009,"Electric Generators, Electric Utilities",6509550.0
Hawaii,2009,"Electric Generators, Independent Power Producers",803741.0
Hawaii,2009,Total Electric Power Industry,11010533.0
Hawaii,2010,"Combined Heat and Power, Commercial Power",312807.0
Hawaii,2010,"Combined Heat and Power, Electric Power",2945122.0
Hawaii,2010,"Combined Heat and Power, Industrial Power",400492.0
Hawaii,2010,"Electric Generators, Electric Utilities",6416069.0
Hawaii,2010,"Electric Generators, Independent Power Producers",761548.0
Hawaii,2010,Total Electric Power Industry,10836036.0
Hawaii,2011,"Combined Heat and Power, Commercial Power",317726.0
Hawaii,2011,"Combined Heat and Power, Electric Power",2827766.0
Hawaii,2011,"Combined Heat and Power, Industrial Power",392856.93
Hawaii,2011,"Electric Generators, Electric Utilities",6376331.02
Hawaii,2011,"Electric Generators, Independent Power Producers",808653.01
Hawaii,2011,Total Electric Power Industry,10723332.93
Hawaii,2012,"Combined Heat and Power, Commercial Power",301196.0
Hawaii,2012,"Combined Heat and Power, Electric Power",2826474.0
Hawaii,2012,"Combined Heat and Power, Industrial Power",426223.67
Hawaii,2012,"Electric Generators, Electric Utilities",6012748.0
Hawaii,2012,"Electric Generators, Independent Power Producers",902627.01
Hawaii,2012,Total Electric Power Industry,10469268.66
Hawaii,2013,"Combined Heat and Power, Commercial Power",359777.0
Hawaii,2013,"Combined Heat and Power, Electric Power",2789803.0
Hawaii,2013,"Combined Heat and Power, Industrial Power",386071.38
Hawaii,2013,"Electric Generators, Electric Utilities",5748256.01
Hawaii,2013,"Electric Generators, Independent Power Producers",983144.9
Hawaii,2013,Total Electric Power Industry,10267052.28
Hawaii,2014,"Combined Heat and Power, Commercial Power",382607.0
Hawaii,2014,"Combined Heat and Power, Electric Power",2791485.0
Hawaii,2014,"Combined Heat and Power, Industrial Power",441624.22
Hawaii,2014,"Electric Generators, Electric Utilities",5322577.22
Hawaii,2014,"Electric Generators, Independent Power Producers",1059772.19
Hawaii,2014,Total Electric Power Industry,9998065.63
Hawaii,2015,"Combined Heat and Power, Commercial Power",374653.0
Hawaii,2015,"Combined Heat and Power, Electric Power",2688088.0
Hawaii,2015,"Combined Heat and Power, Industrial Power",426851.0
Hawaii,2015,"Electric Generators, Electric Utilities",5492173.0
Hawaii,2015,"Electric Generators, Independent Power Producers",1137736.0
Hawaii,2015,Total Electric Power Industry,10119501.0
Hawaii,2016,"Combined Heat and Power, Commercial Power",405150.0
Hawaii,2016,"Combined Heat and Power, Electric Power",2808236.0
Hawaii,2016,"Combined Heat and Power, Industrial Power",354539.0
Hawaii,2016,"Electric Generators, Electric Utilities",5218131.0
Hawaii,2016,"Electric Generators, Independent Power Producers",1162788.0
Hawaii,2016,Total Electric Power Industry,9948845.0
Hawaii,2017,"Combined Heat and Power, Commercial Power",372839.0
Hawaii,2017,"Combined Heat and Power, Electric Power",2725444.0
Hawaii,2017,"Combined Heat and Power, Industrial Power",292363.0
Hawaii,2017,"Electric Generators, Electric Utilities",5222562.0
Hawaii,2017,"Electric Generators, Independent Power Producers",1199759.0
Hawaii,2017,Total Electric Power Industry,9812967.0
Hawaii,2018,"Combined Heat and Power, Commercial Power",397634.0
Hawaii,2018,"Combined Heat and Power, Electric Power",2607156.0
Hawaii,2018,"Combined Heat and Power, Industrial Power",280675.0
Hawaii,2018,"Electric Generators, Electric Utilities",5296030.0
Hawaii,2018,"Electric Generators, Independent Power Producers",1215279.0
Hawaii,2018,Total Electric Power Industry,9796773.0
Hawaii,2019,"Combined Heat and Power, Commercial Power",413081.0
Hawaii,2019,"Combined Heat and Power, Electric Power",2578627.0
Hawaii,2019,"Combined Heat and Power, Industrial Power",271776.0
Hawaii,2019,"Electric Generators, Electric Utilities",5251858.0
Hawaii,2019,"Electric Generators, Independent Power Producers",1234652.0
Hawaii,2019,Total Electric Power Industry,9749998.0
Hawaii,2020,"Combined Heat and Power, Commercial Power",367190.0
Hawaii,2020,"Combined Heat and Power, Electric Power",2295336.0
Hawaii,2020,"Combined Heat and Power, Industrial Power",255109.0
Hawaii,2020,"Electric Generators, Electric Utilities",4851251.0
Hawaii,2020,"Electric Generators, Independent Power Producers",1310133.0
Hawaii,2020,Total Electric Power Industry,9079020.0
Hawaii,2021,"Combined Heat and Power, Commercial Power",364607.0
Hawaii,2021,"Combined Heat and Power, Electric Power",2294287.0
Hawaii,2021,"Combined Heat and Power, Industrial Power",221674.0
Hawaii,2021,"Electric Generators, Electric Utilities",4721460.0
Hawaii,2021,"Electric Generators, Independent Power Producers",1586065.0
Hawaii,2021,Total Electric Power Industry,9188093.0
Hawaii,2022,"Combined Heat and Power, Commercial Power",158848.0
Hawaii,2022,"Combined Heat and Power, Electric Power",833993.0
Hawaii,2022,"Combined Heat and Power, Industrial Power",92530.0
Hawaii,2022,"Electric Generators, Electric Utilities",2007661.0
Hawaii,2022,"Electric Generators, Independent Power Producers",599114.0
Hawaii,2022,Total Electric Power Industry,3692144.0
Idaho,2001,"Combined Heat and Power, Electric Power",201284.0
Idaho,2001,"Combined Heat and Power, Industrial Power",782826.0
Idaho,2001,"Electric Generators, Electric Utilities",6666590.0
Idaho,2001,"Electric Generators, Independent Power Producers",1696242.0
Idaho,2001,Total Electric Power Industry,9346942.0
Idaho,2002,"Combined Heat and Power, Electric Power",244565.0
Idaho,2002,"Combined Heat and Power, Industrial Power",696813.0
Idaho,2002,"Electric Generators, Electric Utilities",8164140.0
Idaho,2002,"Electric Generators, Independent Power Producers",681414.0
Idaho,2002,Total Electric Power Industry,9786932.0
Idaho,2003,"Combined Heat and Power, Electric Power",244577.0
Idaho,2003,"Combined Heat and Power, Industrial Power",657759.0
Idaho,2003,"Electric Generators, Electric Utilities",7732813.0
Idaho,2003,"Electric Generators, Independent Power Producers",1787787.0
Idaho,2003,Total Electric Power Industry,10422936.0
Idaho,2004,"Combined Heat and Power, Electric Power",247569.0
Idaho,2004,"Combined Heat and Power, Industrial Power",675280.0
Idaho,2004,"Electric Generators, Electric Utilities",7765654.0
Idaho,2004,"Electric Generators, Independent Power Producers",2174538.0
Idaho,2004,Total Electric Power Industry,10863038.0
Idaho,2005,"Combined Heat and Power, Electric Power",240042.0
Idaho,2005,"Combined Heat and Power, Industrial Power",657969.0
Idaho,2005,"Electric Generators, Electric Utilities",8032440.0
Idaho,2005,"Electric Generators, Independent Power Producers",1894533.0
Idaho,2005,Total Electric Power Industry,10824984.0
Idaho,2006,"Combined Heat and Power, Electric Power",213885.0
Idaho,2006,"Combined Heat and Power, Industrial Power",634920.0
Idaho,2006,"Electric Generators, Electric Utilities",10495090.0
Idaho,2006,"Electric Generators, Independent Power Producers",2042191.0
Idaho,2006,Total Electric Power Industry,13386085.0
Idaho,2007,"Combined Heat and Power, Electric Power",177331.0
Idaho,2007,"Combined Heat and Power, Industrial Power",596381.0
Idaho,2007,"Electric Generators, Electric Utilities",8611891.0
Idaho,2007,"Electric Generators, Independent Power Producers",2098489.0
Idaho,2007,Total Electric Power Industry,11484091.0
Idaho,2008,"Combined Heat and Power, Electric Power",134086.0
Idaho,2008,"Combined Heat and Power, Industrial Power",581111.0
Idaho,2008,"Electric Generators, Electric Utilities",8893984.0
Idaho,2008,"Electric Generators, Independent Power Producers",2361375.0
Idaho,2008,Total Electric Power Industry,11970553.0
Idaho,2009,"Combined Heat and Power, Electric Power",192034.0
Idaho,2009,"Combined Heat and Power, Industrial Power",606546.0
Idaho,2009,"Electric Generators, Electric Utilities",9977502.0
Idaho,2009,"Electric Generators, Independent Power Producers",2324070.0
Idaho,2009,Total Electric Power Industry,13100152.0
Idaho,2010,"Combined Heat and Power, Electric Power",156030.0
Idaho,2010,"Combined Heat and Power, Industrial Power",605665.0
Idaho,2010,"Electric Generators, Electric Utilities",8589208.0
Idaho,2010,"Electric Generators, Independent Power Producers",2673659.0
Idaho,2010,Total Electric Power Industry,12024564.0
Idaho,2011,"Combined Heat and Power, Electric Power",149567.02000000002
Idaho,2011,"Combined Heat and Power, Industrial Power",622767.9
Idaho,2011,"Electric Generators, Electric Utilities",12616029.01
Idaho,2011,"Electric Generators, Independent Power Producers",3180422.01
Idaho,2011,Total Electric Power Industry,16568785.91
Idaho,2012,"Combined Heat and Power, Electric Power",165579.15
Idaho,2012,"Combined Heat and Power, Industrial Power",591802.43
Idaho,2012,"Electric Generators, Electric Utilities",10633123.01
Idaho,2012,"Electric Generators, Independent Power Producers",4108584.75
Idaho,2012,Total Electric Power Industry,15499089.31
Idaho,2013,"Combined Heat and Power, Electric Power",164007.01
Idaho,2013,"Combined Heat and Power, Industrial Power",609498.46
Idaho,2013,"Electric Generators, Electric Utilities",9600216.01
Idaho,2013,"Electric Generators, Independent Power Producers",4812406.77
Idaho,2013,Total Electric Power Industry,15186128.209999999
Idaho,2014,"Combined Heat and Power, Electric Power",162966.11
Idaho,2014,"Combined Heat and Power, Industrial Power",494472.4
Idaho,2014,"Electric Generators, Electric Utilities",9788926.53
Idaho,2014,"Electric Generators, Independent Power Producers",4729897.44
Idaho,2014,Total Electric Power Industry,15176262.48
Idaho,2015,"Combined Heat and Power, Commercial Power",23347.0
Idaho,2015,"Combined Heat and Power, Electric Power",174921.0
Idaho,2015,"Combined Heat and Power, Industrial Power",591989.0
Idaho,2015,"Electric Generators, Electric Utilities",10165624.0
Idaho,2015,"Electric Generators, Independent Power Producers",4711210.0
Idaho,2015,Total Electric Power Industry,15667096.0
Idaho,2016,"Combined Heat and Power, Commercial Power",50584.0
Idaho,2016,"Combined Heat and Power, Electric Power",166375.0
Idaho,2016,"Combined Heat and Power, Industrial Power",598608.0
Idaho,2016,"Electric Generators, Electric Utilities",9995013.0
Idaho,2016,"Electric Generators, Independent Power Producers",4850359.0
